#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
76,12.7502,119825,877375,2548589603,2398172029,54937533,52931168,117607,27016854,3147052,251764160,41018176,128415360,440088091,95817632,223364904960,920.063,193523691673,9223229904,7917912954,-10301898400,150417574,29396627221,11232250102,1259428461,1138743568
77,13.3162,121638,889866,2544866849,2515304786,56215191,54184046,119829,27372834,3185939,254875120,41275968,130001344,450320465,97034816,226333276160,917.412,196122657631,9328878012,8034975268,-10331460463,29562063,30061171637,11367611110,1369642665,1145662121
78,13.0467,123314,902396,2664498332,2466743627,57509067,55453637,122050,27727488,3224888,257991040,41549056,131555712,460682570,98237824,229288622080,912.65,198708165687,9436474289,8148023309,-10529215168,197754705,30845270913,11504210320,1313081351,1153662276
79,13.1855,125023,915930,2608202241,2581479020,58796054,56717208,124134,28083712,3263563,261085040,41820032,133054400,470988886,99445920,232259921920,935.666,201312519662,9537191968,8272792881,-10555938389,26723221,31546571056,11633764404,1420724706,1160754314
80,13.3091,126836,927420,2732090418,2471437306,60113594,58010314,126290,28435875,3301590,264127200,41989120,134618240,481539986,100619808,235194050560,984.763,203884249465,9644032678,8377739610,-10816591501,260653112,32350258164,11771986264,1303259001,1168178305
81,13.1693,128633,938622,2621270746,2607287196,61490461,59361878,128549,28788926,3339470,267157600,42204224,136237632,492566217,101812704,238136698880,990.146,206465766125,9750689891,8482380617,-10830575051,13983550,33038326606,11911827418,1433039216,1174247980
82,12.8869,130208,949396,2771079987,2522236322,62827678,60672860,131370,29143842,3378802,270304160,42453312,137916736,503278058,103030752,241094256640,954.083,209050729259,9867421851,8574450492,-11079418716,248843665,33834894794,12060511660,1337213979,1185022343
83,12.4663,131713,958126,2688953701,2681133418,64268852,62085814,133673,29499437,3417432,273394560,42749888,139722816,514818965,104240128,244057620480,1020.82,211646355129,9988195233,8654697701,-11087238999,7820283,34550958324,12217227868,1489004698,1192128720
84,13.3546,133466,971424,2828552806,2554812788,65635575,63428848,136017,29855034,3456001,276480080,42989376,141238976,525764469,105450656,247020236800,968.216,214241809468,10091766474,8770869053,-11360979017,273740018,35397959802,12352503283,1355941887,1198870901
85,13.2557,135292,985090,2695842722,2697888120,67043129,64813198,138223,30207386,3494354,279548320,43231168,142724096,537035923,106653856,249952245760,990.756,216807712909,10192304847,8895406265,-11358933619,18446744073707506218,36112468285,12482690694,1492509131,1205378989
86,13.2023,137019,998551,2842811193,2581913742,68430200,66176967,140534,30560280,3532733,282618640,43484672,144215552,548144046,107852000,252891033600,999.307,219380219581,10294727379,9014341828,-11619831070,260897451,36941218981,12615584718,1369583084,1212330658
87,13.1385,138807,1009807,2731291895,2653851819,69891578,67613143,142730,30912241,3570528,285642240,43688064,145828544,559846050,109040768,255821864960,1021.87,221949641224,10400945093,9120155678,-11697271146,77440076,37655700740,12755824085,1435955966,1217895853
88,13.605,140684,1024289,2789818266,2641836473,71329443,69028864,145027,31267094,3608514,288681120,43895808,147245760,571360455,110235776,258780006400,1039.89,224545183706,10496919161,9250814121,-11845252939,147981793,38423130524,12881355544,1418302138,1223534335
89,12.8574,142286,1035045,2811107434,2739819154,72857991,70528954,147557,31622355,3650337,292026960,44337216,149067136,583601489,111516352,261743943680,1077.4,227110739310,10622929348,9353914649,-11916541219,71288280,39184059715,13036181859,1505507681,1234311473
90,13.1995,144007,1047050,2887503366,2707073322,74359237,72005861,149874,31975457,3688084,295046720,44525504,150624832,595623042,112710400,264688977920,1043.41,229694996288,10728159772,9461777275,-12096971263,180430044,39996962418,13174167990,1466953977,1240119345
91,13.3803,145827,1060506,2848678975,2852104243,75888214,73511165,152195,32331840,3726857,298148560,44778560,152140032,607866463,113920704,267663267840,1068.81,232300965272,10830026993,9586625337,-12093545995,18446744073706126348,40786488432,13304470575,1605325955,1246778288
92,12.4836,147312,1068500,3024927616,2741972289,77387485,74982703,155523,32688080,3765813,301265040,44939776,153915008,619877271,115102688,270636738560,1046.36,234903973489,10954594454,9659697006,-12376501322,282955327,41693993741,13461550546,1483329653,1258642636
93,12.7299,148870,1077919,2906840067,2752734836,79004007,76571527,158038,33044759,3804790,304383200,45285248,155687680,632822014,116315232,273613271040,1093.07,237510159608,11073552170,9746217873,-12530606553,154105231,42486017229,13615388378,1486396078,1266338758
94,13.269,150640,1089894,2902988004,2804536963,80596879,78139096,160478,33401030,3843726,307498080,45565760,157307072,645577190,117534016,276588656640,1123.34,240116081966,11181580390,9857399727,-12629057594,98451041,43273095717,13754785570,1531264091,1273272872
95,12.8583,152206,1100981,2968168497,2796778446,82111333,79627027,162742,33757572,3883649,310691920,45865792,159004544,657704142,118769344,279567728640,1069.9,242716157918,11300274745,9954069886,-12800447645,171390051,44073636281,13904966308,1513455116,1283323330
96,12.7696,153829,1113164,2943877381,2959559323,83722876,81214700,164941,34112191,3920889,313671120,46042816,160532224,670607481,119950944,282529177600,1086.9,245322629490,11402675214,10059547870,-12784765703,18446744073693869674,44868959969,14042710682,1671004636,1288554687
97,13.2204,155579,1125162,3107565031,2896986428,85356725,82823681,167437,34468564,3959205,316736400,46283264,162123776,683690753,121152832,285508986880,1180.39,247937658722,11508349439,10170647985,-12995344306,210578603,45821968133,14179854600,1602324541,1294661887
98,13.4793,157363,1138727,3044384351,2851958202,86980008,84422855,169904,34830513,3998557,319884560,46554560,163666752,696689352,122381984,288542586880,1096.56,250598715987,11613516216,10290626020,-13187770455,192426149,46695804173,14315980880,1550258128,1301700074
99,13.6906,159222,1151308,3001370150,3054995303,88589487,86008472,172371,35190865,4037891,323031280,46839040,165193920,709577503,123573344,291560990720,1140.46,253244111757,11721302785,10406435573,-13134145302,18446744073655926463,47504193640,14451486735,1743412821,1311582482
100,13.2223,160918,1162996,3209579245,3018971135,90274916,87668000,174841,35549681,4077328,326186240,47120832,166851584,723073277,124799776,294563993600,1144.1,255873018742,11831640346,10515609965,-13324753412,190608110,48505685441,14593277637,1699598225,1319372910
101,13.3824,162740,1174480,3171543412,2922462708,91992515,89359952,177490,35905999,4116067,329285360,47386560,168492992,736827298,126011008,297546045440,1187.36,258487172501,11941334529,10621241586,-13573834116,249080704,49456210424,14735180029,1596716475,1325746233
